"","genus","family","order","richness"
"Dapania","Dapania","Oxalidaceae","Oxalidales",3
"Lotoxalis","Lotoxalis","Oxalidaceae","Oxalidales",2
"Oxalis","Oxalis","Oxalidaceae","Oxalidales",275
"Sarcotheca","Sarcotheca","Oxalidaceae","Oxalidales",1
"Sassia","Sassia","Oxalidaceae","Oxalidales",1
"Xanthoxalis","Xanthoxalis","Oxalidaceae","Oxalidales",8
"Paeonia","Paeonia","Paeoniaceae","Saxifragales",36
"Galearia","Galearia","Pandaceae","Malpighiales",6
"Microdesmis","Microdesmis","Pandaceae","Malpighiales",11
"Panda","Panda","Pandaceae","Malpighiales",1
"Freycinetia","Freycinetia","Pandanaceae","Pandanales",298
"Martellidendron","Martellidendron","Pandanaceae","Pandanales",7
"Pandanus","Pandanus","Pandanaceae","Pandanales",741
"Sararanga","Sararanga","Pandanaceae","Pandanales",2
"Adlumia","Adlumia","Papaveraceae","Ranunculales",2
"Arctomecon","Arctomecon","Papaveraceae","Ranunculales",3
"Argemone","Argemone","Papaveraceae","Ranunculales",32
"Bocconia","Bocconia","Papaveraceae","Ranunculales",11
"Canbya","Canbya","Papaveraceae","Ranunculales",2
"Capnoides","Capnoides","Papaveraceae","Ranunculales",1
"Ceratocapnos","Ceratocapnos","Papaveraceae","Ranunculales",3
"Chelidonium","Chelidonium","Papaveraceae","Ranunculales",2
"Corydalis","Corydalis","Papaveraceae","Ranunculales",585
"Cryptocapnos","Cryptocapnos","Papaveraceae","Ranunculales",1
"Cysticapnos","Cysticapnos","Papaveraceae","Ranunculales",4
"Dactylicapnos","Dactylicapnos","Papaveraceae","Ranunculales",10
"Dendromecon","Dendromecon","Papaveraceae","Ranunculales",2
"Dicentra","Dicentra","Papaveraceae","Ranunculales",8
"Dicranostigma","Dicranostigma","Papaveraceae","Ranunculales",8
"Discocapnos","Discocapnos","Papaveraceae","Ranunculales",1
"Ehrendorferia","Ehrendorferia","Papaveraceae","Ranunculales",2
"Eomecon","Eomecon","Papaveraceae","Ranunculales",1
"Eschscholzia","Eschscholzia","Papaveraceae","Ranunculales",12
"Fumaria","Fumaria","Papaveraceae","Ranunculales",56
"Fumariola","Fumariola","Papaveraceae","Ranunculales",1
"Glaucium","Glaucium","Papaveraceae","Ranunculales",25
"Hesperomecon","Hesperomecon","Papaveraceae","Ranunculales",1
"Hunnemannia","Hunnemannia","Papaveraceae","Ranunculales",2
"Hylomecon","Hylomecon","Papaveraceae","Ranunculales",2
"Hypecoum","Hypecoum","Papaveraceae","Ranunculales",13
"Ichtyoselmis","Ichtyoselmis","Papaveraceae","Ranunculales",1
"Lamprocapnos","Lamprocapnos","Papaveraceae","Ranunculales",1
"Macleaya","Macleaya","Papaveraceae","Ranunculales",2
"Meconella","Meconella","Papaveraceae","Ranunculales",3
"Meconopsis","Meconopsis","Papaveraceae","Ranunculales",46
"Papaver","Papaver","Papaveraceae","Ranunculales",48
"Platycapnos","Platycapnos","Papaveraceae","Ranunculales",3
"Platystemon","Platystemon","Papaveraceae","Ranunculales",2
"Pseudofumaria","Pseudofumaria","Papaveraceae","Ranunculales",2
"Roemeria","Roemeria","Papaveraceae","Ranunculales",2
"Sanguinaria","Sanguinaria","Papaveraceae","Ranunculales",1
"Stylomecon","Stylomecon","Papaveraceae","Ranunculales",1
"Stylophorum","Stylophorum","Papaveraceae","Ranunculales",3
"Trigonocapnos","Trigonocapnos","Papaveraceae","Ranunculales",1
"Paracryphia","Paracryphia","Paracryphiaceae","Paracryphiales",1
"Quintinia","Quintinia","Paracryphiaceae","Paracryphiales",27
"Adenia","Adenia","Passifloraceae","Malpighiales",102
"Adenoa","Adenoa","Passifloraceae","Malpighiales",1
"Ancistrothyrsus","Ancistrothyrsus","Passifloraceae","Malpighiales",2
"Androsiphonia","Androsiphonia","Passifloraceae","Malpighiales",1
"Barteria","Barteria","Passifloraceae","Malpighiales",4
"Basananthe","Basananthe","Passifloraceae","Malpighiales",37
"Crossostemma","Crossostemma","Passifloraceae","Malpighiales",1
"Deidamia","Deidamia","Passifloraceae","Malpighiales",5
"Dilkea","Dilkea","Passifloraceae","Malpighiales",3
"Disemma","Disemma","Passifloraceae","Malpighiales",3
"Distemma","Distemma","Passifloraceae","Malpighiales",1
"Efulensia","Efulensia","Passifloraceae","Malpighiales",2
"Erblichia","Erblichia","Passifloraceae","Malpighiales",5
"Hyalocalyx","Hyalocalyx","Passifloraceae","Malpighiales",1
"Malesherbia","Malesherbia","Passifloraceae","Malpighiales",20
"Mitostemma","Mitostemma","Passifloraceae","Malpighiales",1
"Odostelma","Odostelma","Passifloraceae","Malpighiales",2
"Paropsia","Paropsia","Passifloraceae","Malpighiales",8
"Paropsiopsis","Paropsiopsis","Passifloraceae","Malpighiales",1
"Passiflora","Passiflora","Passifloraceae","Malpighiales",361
"Piriqueta","Piriqueta","Passifloraceae","Malpighiales",34
"Smeathmannia","Smeathmannia","Passifloraceae","Malpighiales",2
"Tetrapathaea","Tetrapathaea","Passifloraceae","Malpighiales",1
"Tetrastylis","Tetrastylis","Passifloraceae","Malpighiales",1
"Tricliceras","Tricliceras","Passifloraceae","Malpighiales",11
"Turnera","Turnera","Passifloraceae","Malpighiales",83
"Wormskioldia","Wormskioldia","Passifloraceae","Malpighiales",1
"Brandisia","Brandisia","Orobanchaceae","Lamiales",11
"Paulownia","Paulownia","Paulowniaceae","Lamiales",7
"Wightia","Wightia",NA,"Lamiales",1
"Ceratotheca","Ceratotheca","Pedaliaceae","Lamiales",5
"Dewinteria","Dewinteria","Pedaliaceae","Lamiales",1
"Dicerocaryum","Dicerocaryum","Pedaliaceae","Lamiales",4
"Linariopsis","Linariopsis","Pedaliaceae","Lamiales",1
"Pedalium","Pedalium","Pedaliaceae","Lamiales",1
"Pterodiscus","Pterodiscus","Pedaliaceae","Lamiales",2
"Rogeria","Rogeria","Pedaliaceae","Lamiales",2
"Sesamothamnus","Sesamothamnus","Pedaliaceae","Lamiales",2
"Sesamum","Sesamum","Pedaliaceae","Lamiales",10
"Trapella","Trapella","Pedaliaceae","Lamiales",1
"Uncarina","Uncarina","Pedaliaceae","Lamiales",5
"Brachysiphon","Brachysiphon","Penaeaceae","Myrtales",5
"Endonema","Endonema","Penaeaceae","Myrtales",2
"Glischrocolla","Glischrocolla","Penaeaceae","Myrtales",1
"Olinia","Olinia","Penaeaceae","Myrtales",2
"Saltera","Saltera","Penaeaceae","Myrtales",1
"Sonderothamnus","Sonderothamnus","Penaeaceae","Myrtales",2
"Stylapterus","Stylapterus","Penaeaceae","Myrtales",3
"Pennantia",NA,"Pennantiaceae",NA,4
"Pentadiplandra","Pentadiplandra","Pentadiplandraceae","Brassicales",1
"Pentaphragma","Pentaphragma","Pentaphragmataceae","Asterales",2
